Campaign Number,Name,Start Date-TBD,Start Date,End Date-TBD,End Date,CampaignDuration,Channel,Client,Address,Email,Phone,Contact,Audience,Audience-Age,Demographic,Location,Views,Likes,Clicks,Conversions,Expense,Executive
632,Campaign 632,2023-01-16 00:00:00,2023-01-16,2023-01-18 00:00:00,2023-01-18,2,Facebook,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Female 40-60,40-60,Middle-Aged Adults<60,Canada,87720,5741,3013,997,17332.98,Wesley Simon
633,Campaign 633,2023-09-17 00:00:00,2023-09-17,2023-10-17 00:00:00,2023-10-17,30,YouTube,Lewis PLC,"621 Woodard Manors Apt. 208, Port Amy, ME 05157-2612",beth20@gmail.com,(382)505-1266,Diana Love,Female 60+,60+,Seniors>60,LATAM,43388,5971,4972,922,26723.59,Thomas Ryan
634,Campaign 634,2023-02-28 00:00:00,2023-02-28,2023-03-19 00:00:00,2023-03-19,19,Instagram,Edwards-Hoover,"86879 Carol Cove, North Evanton, MT 25565",bryantmichelle@rocha.com,941.072.1871x24451,Erika Owens,Male 40-60,40-60,Middle-Aged Adults<60,India,35350,987,3094,263,26290.02,Melissa Haynes
635,Campaign 635,2023-11-18 00:00:00,2023-11-18,2023-11-19 00:00:00,2023-11-19,1,Email,"Hunt, Woods and Saunders","48531 Garcia Walk, Gonzalesville, WY 31844",rramsey@warren.com,1-628-025-3550x66010,April Brewer,Male 20-39,20-39,Young-Adults<40,LATAM,10702,8194,1806,637,736.34,Melissa Haynes
636,Campaign 636,2023-11-21 00:00:00,2023-11-21,2023-12-02 00:00:00,2023-12-02,11,Email,Herrera-Cook,"0613 David Haven Apt. 354, North Samantha, MI 10699-1384",ijordan@gmail.com,(880)891-9091,Madison York,Male 60+,60+,Seniors>60,LATAM,85021,1892,244,274,2179.38,Wesley Simon
637,Campaign 637,2023-12-21 00:00:00,2023-12-21,2023-12-29 00:00:00,2023-12-29,8,Instagram,Hughes-Sullivan,"5874 Guerra Courts Suite 368, South Codyhaven, OR 93465",williamsnathaniel@yahoo.com,415-860-7532,Roy Obrien,Male 60+,60+,Seniors>60,Europe,10357,833,4831,384,3354.24,Brandon Townsend Jr.
638,Campaign 638,2023-06-29 00:00:00,2023-06-29,2023-07-28 00:00:00,2023-07-28,29,TikTok,Wall-Cruz,"7470 Harris Roads Suite 137, Brookefort, MP 32507",davidponce@turner-copeland.com,539.823.7269x7824,Robert Cruz,Adults 20-39,20-39,Young-Adults<40,UK,61910,2956,1782,826,33346.78,Becky Brown
639,Campaign 639,2023-12-20 00:00:00,2023-12-20,2023-12-24 00:00:00,2023-12-24,4,YouTube,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Female 20-39,20-39,Young-Adults<40,LATAM,18260,5771,2123,325,17250.46,Jesus Rivera
640,Campaign 640,2023-06-06 00:00:00,2023-06-06,2023-06-16 00:00:00,2023-06-16,10,Facebook,Wade PLC,"3571 Harvey Centers, Ronaldfurt, NY 35589-6805",nhall@hotmail.com,(330)526-4186x670,Lacey Crane,Adults 40-60,40-60,Middle-Aged Adults<60,UK,57762,4512,3380,544,28865.81,Lauren Riggs
641,Campaign 641,2023-12-16 00:00:00,2023-12-16,2024-01-10 00:00:00,2024-01-10,25,Instagram,Green-Blake,"230 Brandon Bypass Apt. 679, New Melissa, TN 37505-3043",karenpayne@yahoo.com,399.882.0614x59395,Dustin Ramirez,Female 40-60,40-60,Middle-Aged Adults<60,USA,98810,7971,2522,717,36146.76,Jesus Rivera
642,Campaign 642,2023-04-22 00:00:00,2023-04-22,2023-05-15 00:00:00,2023-05-15,23,TikTok,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Female 40-60,40-60,Middle-Aged Adults<60,Canada,83053,1818,1126,635,45589.36,Jesus Rivera
643,Campaign 643,2023-10-29 00:00:00,2023-10-29,2023-11-17 00:00:00,2023-11-17,19,TikTok,"Rowe, Morse and Morgan","247 Young Spur, North Jacobview, WI 24275",hstafford@yahoo.com,(934)411-1363,Destiny Atkins,Female 20-39,20-39,Young-Adults<40,LATAM,13187,5680,1484,949,11965.6,Becky Brown
644,Campaign 644,2023-01-05 00:00:00,2023-01-05,2023-01-24 00:00:00,2023-01-24,19,TikTok,Mitchell-Rojas,"Unit 7421 Box 5134, DPO AE 60814",johnathan43@hotmail.com,1-211-588-6353,Benjamin Anthony,Seniors 60+,60+,Seniors>60,USA,24125,798,3203,486,30028.55,Thomas Ryan
645,Campaign 645,2023-12-26 00:00:00,2023-12-26,2024-01-07 00:00:00,2024-01-07,12,Facebook,Cunningham-Little,"Unit 5043 Box 8770, DPO AP 84852",christopher51@watson.net,1-113-299-8248x6225,Stephanie Fernandez,Seniors 60+,60+,Seniors>60,Japan,43740,8649,3310,182,34158.77,Becky Brown
646,Campaign 646,2023-09-22 00:00:00,2023-09-22,2023-09-28 00:00:00,2023-09-28,6,Instagram,Lyons PLC,"20804 Burgess Trace, Petersenburgh, WV 31082",nicholastaylor@yahoo.com,(496)403-6865,Sharon Crawford,Male 40-60,40-60,Middle-Aged Adults<60,LATAM,96183,6812,2733,45,28940.87,Lauren Riggs
647,Campaign 647,2023-11-28 00:00:00,2023-11-28,2023-12-08 00:00:00,2023-12-08,10,TikTok,Vaughan Group,"PSC 0937, Box 0339, APO AP 98521",baldwinhailey@klein-fitzgerald.com,1-349-058-6674x35806,Ashley Carter,Male 60+,60+,Seniors>60,Australia,12483,4516,675,420,48470.53,Jesus Rivera
648,Campaign 648,2023-02-09 00:00:00,2023-02-09,2023-02-22 00:00:00,2023-02-22,13,Facebook,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,+55(8)0039387927,Christine Barnes,Male 40-60,40-60,Middle-Aged Adults<60,USA,62914,6306,1876,478,48191.6,Thomas Ryan
649,Campaign 649,2023-08-29 00:00:00,2023-08-29,2023-09-13 00:00:00,2023-09-13,15,Facebook,Pearson-Shah,"5117 Suzanne Branch, Barnesmouth, VA 53846",anthony54@perez.com,644.194.6281,Shannon Martinez,Female 20-39,20-39,Young-Adults<40,India,93149,549,75,97,27802.11,Jesus Rivera
650,Campaign 650,2023-01-18 00:00:00,2023-01-18,2023-02-11 00:00:00,2023-02-11,24,Email,"Green, Lloyd and Ball","30284 Villarreal Passage Apt. 698, Brownshire, NV 89609-0041",wrightlucas@yahoo.com,562-293-0799x4586,Shelly Stafford,Male 20-39,20-39,Young-Adults<40,Europe,29087,6163,3030,989,44274.46,Jesus Rivera
651,Campaign 651,2023-12-24 00:00:00,2023-12-24,2024-01-19 00:00:00,2024-01-19,26,Facebook,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Male 20-39,20-39,Young-Adults<40,Canada,63529,6584,4415,432,8746.55,Thomas Ryan
652,Campaign 652,2023-03-25 00:00:00,2023-03-25,2023-04-10 00:00:00,2023-04-10,16,YouTube,Griffin Inc,"Unit 3822 Box 8338, DPO AE 21031-0227",dixonamber@hotmail.com,(880)002-0608x56308,Theodore Murphy,Male 40-60,40-60,Middle-Aged Adults<60,Canada,29842,3462,936,157,24124.96,Brandon Townsend Jr.
653,Campaign 653,2023-10-19 00:00:00,2023-10-19,2023-11-11 00:00:00,2023-11-11,23,YouTube,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,+61(8)2418484012,Julia Moore,Male 60+,60+,Seniors>60,LATAM,80930,3130,548,95,36802.19,Thomas Ryan
654,Campaign 654,2023-09-14 00:00:00,2023-09-14,2023-09-17 00:00:00,2023-09-17,3,Instagram,Gray Ltd,"Unit 4555 Box 7398, DPO AE 23911-7290",owenmelinda@yahoo.com,1728597837,Mark Long,Female 20-39,20-39,Young-Adults<40,Canada,65666,9005,2368,875,20625.33,Jesus Rivera
655,Campaign 655,2023-12-28 00:00:00,2023-12-28,2024-01-25 00:00:00,2024-01-25,28,TikTok,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Male 40-60,40-60,Middle-Aged Adults<60,USA,19784,5009,652,46,30827.52,Michael Camacho
656,Campaign 656,2023-07-10 00:00:00,2023-07-10,2023-08-08 00:00:00,2023-08-08,29,TikTok,Hernandez Inc,"9452 Amber Mills, Lopezville, NV 94038-0838",uhansen@livingston.com,1-519-470-8931x1832,Traci Holden,Male 40-60,40-60,Middle-Aged Adults<60,Canada,9560,7527,2396,273,37549.39,Melissa Haynes
657,Campaign 657,2023-06-29 00:00:00,2023-06-29,2023-07-02 00:00:00,2023-07-02,3,TikTok,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Adults 20-39,20-39,Young-Adults<40,Australia,85600,5100,2611,758,37262,Jesus Rivera
658,Campaign 658,2023-06-04 00:00:00,2023-06-04,2023-06-17 00:00:00,2023-06-17,13,TikTok,"Miller, Bryant and Burnett","1044 Kennedy Prairie Apt. 186, Jamiemouth, NE 12690-6573",bjohnson@martin-williams.com,958-840-3830,Christopher Clark,Female 40-60,40-60,Middle-Aged Adults<60,Japan,48301,6077,3703,696,6694.27,Aaron Faulkner
659,Campaign 659,2023-05-23 00:00:00,2023-05-23,2023-06-08 00:00:00,2023-06-08,16,YouTube,"Russell, Wilson and Rogers","27907 Deborah Hill Suite 235, Abigailbury, CO 58408",michael78@yahoo.com,(995)213-6315,Michael Howard,Female 60+,60+,Seniors>60,Canada,82818,9226,2215,976,46088.48,Thomas Ryan
660,Campaign 660,2023-07-18 00:00:00,2023-07-18,2023-08-13 00:00:00,2023-08-13,26,TikTok,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Teens 13-19,13-19,Teens<20,Europe,46503,2717,2183,355,21350.34,Michael Camacho
661,Campaign 661,2023-06-20 00:00:00,2023-06-20,2023-07-14 00:00:00,2023-07-14,24,Facebook,Jimenez and Sons,"8451 Walter Fords Apt. 737, South Danielchester, CT 12719-1372",amartinez@oconnell.com,405-164-0984x570,Justin Cole,Teens 13-19,13-19,Teens<20,UK,32120,8900,1391,240,33612.67,Jesus Rivera
662,Campaign 662,2023-02-22 00:00:00,2023-02-22,2023-03-07 00:00:00,2023-03-07,13,TikTok,"Ramos, Gomez and Garcia","PSC 8675, Box 2798, APO AA 82949-7770",huntdavid@orr.info,+93(4)8330793693,Eric Harrison,Female 60+,60+,Seniors>60,UK,92880,4108,3510,696,21698.49,Kyle Serrano
663,Campaign 663,2023-07-20 00:00:00,2023-07-20,2023-07-23 00:00:00,2023-07-23,3,TikTok,Wall-Cruz,"7470 Harris Roads Suite 137, Brookefort, MP 32507",davidponce@turner-copeland.com,539.823.7269x7824,Robert Cruz,Male 60+,60+,Seniors>60,LATAM,43978,8719,2924,261,35822.02,Becky Brown
664,Campaign 664,2023-05-04 00:00:00,2023-05-04,2023-05-16 00:00:00,2023-05-16,12,Instagram,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Male 60+,60+,Seniors>60,LATAM,27282,2204,3822,893,11187.59,Aaron Faulkner
665,Campaign 665,2023-06-08 00:00:00,2023-06-08,2023-06-09 00:00:00,2023-06-09,1,YouTube,"Bradley, Jackson and Miller","190 Bradley Mill Suite 940, Craigbury, MO 18832",hansonpatrick@hunt.com,+35(5)1561435486,Dr. David Glass Jr.,Seniors 60+,60+,Seniors>60,Australia,97444,8058,4032,946,40937.4,Melissa Haynes
666,Campaign 666,2023-03-15 00:00:00,2023-03-15,2023-03-23 00:00:00,2023-03-23,8,Facebook,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Female 60+,60+,Seniors>60,Japan,22887,3133,4629,491,22627.36,Thomas Ryan
667,Campaign 667,2023-04-28 00:00:00,2023-04-28,2023-05-15 00:00:00,2023-05-15,17,Facebook,Edwards-Hoover,"86879 Carol Cove, North Evanton, MT 25565",bryantmichelle@rocha.com,941.072.1871x24451,Erika Owens,Female 40-60,40-60,Middle-Aged Adults<60,Europe,22813,5618,1524,681,1043.27,Melissa Haynes
668,Campaign 668,2023-08-09 00:00:00,2023-08-09,2023-08-23 00:00:00,2023-08-23,14,TikTok,"Hunt, Woods and Saunders","48531 Garcia Walk, Gonzalesville, WY 31844",rramsey@warren.com,1-628-025-3550x66010,April Brewer,Teens 13-19,13-19,Teens<20,Europe,79387,906,2415,931,21966.76,Melissa Haynes
669,Campaign 669,2023-10-30 00:00:00,2023-10-30,2023-11-10 00:00:00,2023-11-10,11,TikTok,Gray Ltd,"Unit 4555 Box 7398, DPO AE 23911-7290",owenmelinda@yahoo.com,1728597837,Mark Long,Female 60+,60+,Seniors>60,Canada,17352,5107,4144,561,17594.54,Jesus Rivera
670,Campaign 670,2023-11-27 00:00:00,2023-11-27,2023-12-02 00:00:00,2023-12-02,5,Facebook,"Rowe, Morse and Morgan","247 Young Spur, North Jacobview, WI 24275",hstafford@yahoo.com,(934)411-1363,Destiny Atkins,Female 60+,60+,Seniors>60,Canada,31959,8761,270,454,21133.66,Becky Brown
671,Campaign 671,2023-12-31 00:00:00,2023-12-31,2024-01-23 00:00:00,2024-01-23,23,Email,Ramirez-Wilson,"6802 Scott Ways, Jasonbury, NM 94299-7873",robertellis@simpson-gutierrez.com,(414)086-9895x8325,Christine Nguyen,Female 60+,60+,Seniors>60,Australia,5860,4407,285,929,36379.88,Becky Brown
672,Campaign 672,2023-02-18 00:00:00,2023-02-18,2023-03-10 00:00:00,2023-03-10,20,YouTube,Reyes-Rios,"49937 Christopher Unions, Gutierrezmouth, MI 13751-5785",cunninghamjerry@gmail.com,1-463-956-5944x00079,Eric Davis,Male 20-39,20-39,Young-Adults<40,USA,54158,2403,3501,596,23379.85,Wesley Simon
673,Campaign 673,2023-02-09 00:00:00,2023-02-09,2023-02-25 00:00:00,2023-02-25,16,YouTube,"Green, Lloyd and Ball","30284 Villarreal Passage Apt. 698, Brownshire, NV 89609-0041",wrightlucas@yahoo.com,562-293-0799x4586,Shelly Stafford,Male 60+,60+,Seniors>60,LATAM,98591,335,4302,833,8645.81,Jesus Rivera
674,Campaign 674,2023-06-16 00:00:00,2023-06-16,2023-06-21 00:00:00,2023-06-21,5,TikTok,Melton-Smith,"03793 Jacobs Branch, West Max, MA 54633-3659",mercertimothy@huff.com,(729)575-8232,Patrick Abbott,Male 20-39,20-39,Young-Adults<40,LATAM,13545,8184,303,592,3228.29,Lauren Riggs
675,Campaign 675,2023-09-18 00:00:00,2023-09-18,2023-10-03 00:00:00,2023-10-03,15,Instagram,Harmon Inc,"3532 Carla Spurs Suite 631, East Susanside, VA 63110-6508",steven77@miller.com,1-293-472-4144x72086,Heidi Black,Female 20-39,20-39,Young-Adults<40,Australia,39581,3513,2392,778,44557.62,Kyle Serrano
676,Campaign 676,2023-05-13 00:00:00,2023-05-13,2023-05-18 00:00:00,2023-05-18,5,Instagram,"James, Phelps and Burgess","026 Good Ports Apt. 881, Port Adam, KY 82799-9255",edurham@hotmail.com,+83(2)9634717985,Vanessa Miranda,Adults 40-60,40-60,Middle-Aged Adults<60,USA,36688,6371,517,747,33884.84,Lauren Riggs
677,Campaign 677,2023-10-12 00:00:00,2023-10-12,2023-10-29 00:00:00,2023-10-29,17,TikTok,"Ramos, Gomez and Garcia","PSC 8675, Box 2798, APO AA 82949-7770",huntdavid@orr.info,+93(4)8330793693,Eric Harrison,Female 60+,60+,Seniors>60,LATAM,37871,1248,2986,883,24480.24,Kyle Serrano
678,Campaign 678,2023-08-16 00:00:00,2023-08-16,2023-08-25 00:00:00,2023-08-25,9,Instagram,"Holmes, Johnson and Rodriguez","USCGC Erickson, FPO AE 00735-4383",polsen@alexander-smith.net,1-479-099-8390x29817,Anne Foley,Female 40-60,40-60,Middle-Aged Adults<60,India,1027,924,2169,277,48213.43,Wesley Simon
679,Campaign 679,2023-09-10 00:00:00,2023-09-10,2023-09-15 00:00:00,2023-09-15,5,Email,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Seniors 60+,60+,Seniors>60,Europe,67368,9089,1802,550,46734.94,Jesus Rivera
680,Campaign 680,2023-09-17 00:00:00,2023-09-17,2023-10-03 00:00:00,2023-10-03,16,Email,Daniels Group,"567 Jill Motorway, Sarabury, GU 20455-6244",michael10@gmail.com,(644)568-8783,Annette Rice,Male 20-39,20-39,Young-Adults<40,India,88160,3062,2665,970,15120.69,Wesley Simon
681,Campaign 681,2023-09-11 00:00:00,2023-09-11,2023-09-20 00:00:00,2023-09-20,9,Email,Wall-Cruz,"7470 Harris Roads Suite 137, Brookefort, MP 32507",davidponce@turner-copeland.com,539.823.7269x7824,Robert Cruz,Male 60+,60+,Seniors>60,Australia,88378,4959,3820,801,34787.09,Becky Brown
682,Campaign 682,2023-06-10 00:00:00,2023-06-10,2023-06-15 00:00:00,2023-06-15,5,Facebook,Smith-Bailey,"055 Rebecca Ramp, Edwardsland, WY 72139-7625",bakerpaul@holland.com,054-495-6142x7992,Sharon Reeves,Male 40-60,40-60,Middle-Aged Adults<60,India,45727,867,3425,635,42646.04,Michael Camacho
683,Campaign 683,2023-03-24 00:00:00,2023-03-24,2023-04-23 00:00:00,2023-04-23,30,Facebook,Smith-Bailey,"055 Rebecca Ramp, Edwardsland, WY 72139-7625",bakerpaul@holland.com,054-495-6142x7992,Sharon Reeves,Male 60+,60+,Seniors>60,Europe,6131,3358,3822,290,37392.24,Michael Camacho
684,Campaign 684,2023-09-30 00:00:00,2023-09-30,2023-10-16 00:00:00,2023-10-16,16,Email,"Reed, Galloway and Buck","49317 Vincent Vista Suite 462, Port Nathan, CA 23364-0905",larrygraham@lucas.com,(669)708-2006,Andrea Simmons,Male 20-39,20-39,Young-Adults<40,Canada,59073,5496,681,917,12899.83,Wesley Simon
685,Campaign 685,2023-05-01 00:00:00,2023-05-01,2023-05-05 00:00:00,2023-05-05,4,Email,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,+55(8)0039387927,Christine Barnes,Male 60+,60+,Seniors>60,Australia,57197,4471,2509,397,46755.67,Thomas Ryan
686,Campaign 686,2023-02-28 00:00:00,2023-02-28,2023-03-04 00:00:00,2023-03-04,4,TikTok,Fisher-Johnston,"36491 Jennifer Park Suite 248, East David, PA 71082-4715",rellis@lindsey.com,580.281.9976x2452,Timothy Hernandez,Male 60+,60+,Seniors>60,LATAM,55443,5923,3587,74,38323.95,Jesus Rivera
687,Campaign 687,2023-06-08 00:00:00,2023-06-08,2023-07-03 00:00:00,2023-07-03,25,TikTok,Fisher Group,"880 Watson Ramp Suite 059, Reynoldsfurt, GU 10725",brian57@hotmail.com,1-185-168-7120,Jeremy Baker,Male 20-39,20-39,Young-Adults<40,Australia,5370,2415,1272,683,23525.54,Melissa Haynes
688,Campaign 688,2023-04-08 00:00:00,2023-04-08,2023-04-28 00:00:00,2023-04-28,20,Facebook,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Female 60+,60+,Seniors>60,India,67547,2272,4066,491,28036.94,Jesus Rivera
689,Campaign 689,2023-04-02 00:00:00,2023-04-02,2023-04-05 00:00:00,2023-04-05,3,Facebook,Wade PLC,"3571 Harvey Centers, Ronaldfurt, NY 35589-6805",nhall@hotmail.com,(330)526-4186x670,Lacey Crane,Female 40-60,40-60,Middle-Aged Adults<60,Europe,32636,293,3579,780,2301.25,Lauren Riggs
690,Campaign 690,2023-05-10 00:00:00,2023-05-10,2023-05-26 00:00:00,2023-05-26,16,Facebook,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Adults 40-60,40-60,Middle-Aged Adults<60,UK,15155,9253,2014,666,44462.97,Jesus Rivera
691,Campaign 691,2023-12-01 00:00:00,2023-12-01,2023-12-25 00:00:00,2023-12-25,24,Email,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Seniors 60+,60+,Seniors>60,Canada,66841,2688,4180,37,34733.96,Michael Camacho
692,Campaign 692,2023-09-26 00:00:00,2023-09-26,2023-10-19 00:00:00,2023-10-19,23,YouTube,Salinas-Chavez,"53637 Bonnie Walk Suite 961, South Adrianaport, IA 49560",richard84@hotmail.com,2545622603,Chelsea Hoffman,Female 40-60,40-60,Middle-Aged Adults<60,Japan,9970,775,4168,199,28047.54,Thomas Ryan
693,Campaign 693,2023-01-16 00:00:00,2023-01-16,2023-01-21 00:00:00,2023-01-21,5,Instagram,"Noble, Mcneil and Cooper","36911 Gay Streets Suite 795, Brentmouth, LA 62951-4782",sarahparks@yahoo.com,356-608-6335x0070,Mark Garcia,Adults 20-39,20-39,Young-Adults<40,India,62690,1075,1330,251,7731.85,Wesley Simon
694,Campaign 694,2023-04-17 00:00:00,2023-04-17,2023-04-27 00:00:00,2023-04-27,10,TikTok,Daniels Group,"567 Jill Motorway, Sarabury, GU 20455-6244",michael10@gmail.com,(644)568-8783,Annette Rice,Female 20-39,20-39,Young-Adults<40,Europe,12434,3879,1982,497,14737.8,Wesley Simon
695,Campaign 695,2023-07-04 00:00:00,2023-07-04,2023-07-09 00:00:00,2023-07-09,5,Instagram,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Female 40-60,40-60,Middle-Aged Adults<60,LATAM,46967,1120,4644,38,34562.23,Jesus Rivera
696,Campaign 696,2023-02-01 00:00:00,2023-02-01,2023-02-13 00:00:00,2023-02-13,12,Email,Jimenez and Sons,"8451 Walter Fords Apt. 737, South Danielchester, CT 12719-1372",amartinez@oconnell.com,405-164-0984x570,Justin Cole,Male 20-39,20-39,Young-Adults<40,Canada,32817,9250,782,318,2432.28,Jesus Rivera
697,Campaign 697,2023-01-02 00:00:00,2023-01-02,2023-01-05 00:00:00,2023-01-05,3,YouTube,Lewis-Martinez,"37059 Bates Prairie Suite 432, Port Robertmouth, MN 28374",joshua06@king.com,363.836.3647x5385,Angela Anderson,Male 40-60,40-60,Middle-Aged Adults<60,Europe,19728,1441,4098,27,14204.37,Aaron Faulkner
698,Campaign 698,2023-08-22 00:00:00,2023-08-22,2023-09-10 00:00:00,2023-09-10,19,Email,Mitchell-Rojas,"Unit 7421 Box 5134, DPO AE 60814",johnathan43@hotmail.com,1-211-588-6353,Benjamin Anthony,Seniors 60+,60+,Seniors>60,Canada,74610,1409,564,259,34198.43,Thomas Ryan
699,Campaign 699,2023-04-24 00:00:00,2023-04-24,2023-05-05 00:00:00,2023-05-05,11,Facebook,"Noble, Mcneil and Cooper","36911 Gay Streets Suite 795, Brentmouth, LA 62951-4782",sarahparks@yahoo.com,356-608-6335x0070,Mark Garcia,Adults 20-39,20-39,Young-Adults<40,Australia,80689,647,1042,924,27961.19,Wesley Simon
700,Campaign 700,2023-05-03 00:00:00,2023-05-03,2023-05-11 00:00:00,2023-05-11,8,Instagram,Fisher-Johnston,"36491 Jennifer Park Suite 248, East David, PA 71082-4715",rellis@lindsey.com,580.281.9976x2452,Timothy Hernandez,Male 60+,60+,Seniors>60,UK,8174,1903,3149,364,36722.55,Jesus Rivera
701,Campaign 701,2023-05-08 00:00:00,2023-05-08,2023-05-21 00:00:00,2023-05-21,13,Facebook,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Female 60+,60+,Seniors>60,Japan,82374,9055,70,842,33225.93,Melissa Haynes
702,Campaign 702,2023-08-03 00:00:00,2023-08-03,2023-08-11 00:00:00,2023-08-11,8,Email,Drake-Vasquez,"8980 Cox Park, South Robert, NV 66099-6728",tylersheila@hicks.com,123-800-5701,Teresa Doyle,Female 40-60,40-60,Middle-Aged Adults<60,Japan,95691,4141,2705,604,46252.18,Michael Camacho
703,Campaign 703,2023-09-06 00:00:00,2023-09-06,2023-09-15 00:00:00,2023-09-15,9,TikTok,"Ruiz, Cox and Meyer","5058 Frank Locks, Blackmouth, MI 07896",vjohnson@yahoo.com,+48(7)5323908871,Anne Davis,Male 20-39,20-39,Young-Adults<40,UK,54077,6479,1538,500,38089.63,Aaron Faulkner
704,Campaign 704,2023-01-28 00:00:00,2023-01-28,2023-02-19 00:00:00,2023-02-19,22,TikTok,Salinas-Chavez,"53637 Bonnie Walk Suite 961, South Adrianaport, IA 49560",richard84@hotmail.com,2545622603,Chelsea Hoffman,Teens 13-19,13-19,Teens<20,Australia,12608,8707,3549,529,35936.42,Thomas Ryan
705,Campaign 705,2023-09-22 00:00:00,2023-09-22,2023-09-26 00:00:00,2023-09-26,4,Instagram,Weaver-Hoover,"050 Andrews Green, North Renee, VT 22014-1131",jacqueline32@dominguez.biz,574-189-4981x166,Kathy Mahoney,Male 40-60,40-60,Middle-Aged Adults<60,UK,93609,6194,1183,349,7015.1,Brandon Townsend Jr.
706,Campaign 706,2023-09-15 00:00:00,2023-09-15,2023-10-11 00:00:00,2023-10-11,26,Facebook,"Rowe, Morse and Morgan","247 Young Spur, North Jacobview, WI 24275",hstafford@yahoo.com,(934)411-1363,Destiny Atkins,Seniors 60+,60+,Seniors>60,India,73134,9535,3440,263,15206.82,Becky Brown
