Campaign Number,Name,Start Date,End Date,Channel,Client,Address,Email,Phone,Contact,Audience,Location,Views,Likes,Clicks,Conversions, Expense ,Executive,CampaignType,Total Sales
612,Campaign 612,2023-09-23 00:00:00,2023-10-06 00:00:00,TikTok,Benjamin and Sons,"861 Knox Cape Apt. 731, Lake John, CA 62474",lrice@yahoo.com,#ERROR!,Derek Juarez,Female 18-40,USA,96838,4744,1899,937,"$36,560.75",Thomas Ryan,Sales,"$25,288.21"
613,Campaign 613,2023-08-16 00:00:00,2023-09-03 00:00:00,Email,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Teens 13-19,Japan,28751,8114,2055,272,"$3,614.79",Thomas Ryan,Sales,"$78,337.68"
614,Campaign 614,2023-12-25 00:00:00,2024-01-15 00:00:00,Email,Mitchell-Rojas,"Unit 7421 Box 5134, DPO AE 60814",johnathan43@hotmail.com,1-211-588-6353,Benjamin Anthony,Teens 13-19,Canada,88208,8118,1367,426,"$3,370.86",Thomas Ryan,Sales,"$77,501.46"
615,Campaign 615,2023-12-30 00:00:00,2024-01-21 00:00:00,TikTok,Thomas-Proctor,"820 Butler Streets Suite 875, North Denisehaven, WV 66736-0964",brownmario@leonard.com,371.890.0231,Angela Moore,Seniors 60+,Canada,90420,4085,1467,179,"$26,827.55",Wesley Simon,Sales,"$54,532.73"
616,Campaign 616,2023-12-03 00:00:00,2023-12-05 00:00:00,YouTube,"Bush, Mendez and Smith","791 Darryl Squares Suite 934, Holdenport, OH 41129-2197",churchtimothy@yahoo.com,#ERROR!,Patrick Williams,Seniors 60+,India,96919,8851,2393,132,$517.95,Brandon Townsend Jr.,Sales,"$71,979.81"
617,Campaign 617,2023-04-29 00:00:00,2023-05-17 00:00:00,TikTok,Melton-Smith,"03793 Jacobs Branch, West Max, MA 54633-3659",mercertimothy@huff.com,(729)575-8232,Patrick Abbott,Female 40-60,Australia,19927,2141,2105,138,"$12,993.08",Lauren Riggs,Sales,"$42,140.12"
618,Campaign 618,2023-09-18 00:00:00,2023-10-12 00:00:00,YouTube,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Adults 40-60,India,31336,2169,415,565,"$49,714.46",Thomas Ryan,Sign Up,$0.00
619,Campaign 619,2023-12-06 00:00:00,2023-12-22 00:00:00,TikTok,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Female 40-60,Japan,29676,8319,2094,339,"$21,268.01",Melissa Haynes,Sales,"$23,153.00"
620,Campaign 620,2023-07-06 00:00:00,2023-07-16 00:00:00,TikTok,Benjamin and Sons,"861 Knox Cape Apt. 731, Lake John, CA 62474",lrice@yahoo.com,#ERROR!,Derek Juarez,Teens 13-19,Australia,45814,6939,4604,411,"$17,597.65",Thomas Ryan,Sales,"$54,968.37"
621,Campaign 621,2023-01-06 00:00:00,2023-01-28 00:00:00,Facebook,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Adults 40-60,Japan,96289,4174,3250,308,"$21,660.63",Jesus Rivera,Sign Up,$0.00
622,Campaign 622,2023-04-06 00:00:00,2023-04-27 00:00:00,TikTok,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,#ERROR!,Julia Moore,Female 60+,LATAM,21086,5859,4420,147,"$38,986.14",Thomas Ryan,Sign Up,$0.00
623,Campaign 623,2023-06-06 00:00:00,2023-06-10 00:00:00,Email,"Holmes, Johnson and Rodriguez","USCGC Erickson, FPO AE 00735-4383",polsen@alexander-smith.net,1-479-099-8390x29817,Anne Foley,Male 40-60,Europe,85788,9818,3666,256,"$15,079.99",Wesley Simon,Sales,"$24,127.99"
624,Campaign 624,2023-02-04 00:00:00,2023-02-23 00:00:00,TikTok,Herrera-Cook,"0613 David Haven Apt. 354, North Samantha, MI 10699-1384",ijordan@gmail.com,(880)891-9091,Madison York,Adults 18-40,LATAM,32536,8325,2350,170,"$26,129.92",Wesley Simon,Sales,"$68,167.35"
625,Campaign 625,2023-10-27 00:00:00,2023-11-19 00:00:00,Facebook,Roberts-Brown,"725 Peter Lights Apt. 639, South Janet, WV 83873-6339",nguyendustin@gmail.com,(625)918-8416x213,Samantha Hudson,Female 40-60,LATAM,54990,5375,3297,507,"$9,842.03",Thomas Ryan,Sales,"$58,356.54"
626,Campaign 626,2023-04-16 00:00:00,2023-05-11 00:00:00,Instagram,Lopez PLC,"0806 Watson Drive Suite 662, Port Andrea, DE 42578-2286",zmcintyre@bauer.info,3724028579,Barbara Walker,Female 60+,Europe,6791,8773,4452,532,"$8,939.80",Lauren Riggs,Sign Up,$0.00
627,Campaign 627,2023-12-16 00:00:00,2024-01-01 00:00:00,YouTube,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Adults 18-40,Australia,70515,2375,720,587,"$21,068.57",Melissa Haynes,Sales,"$38,976.70"
628,Campaign 628,2023-04-07 00:00:00,2023-04-24 00:00:00,Facebook,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Adults 40-60,India,53137,4436,1066,972,"$45,142.03",Jesus Rivera,Sign Up,$0.00
629,Campaign 629,2023-02-15 00:00:00,2023-02-16 00:00:00,Email,Green-Blake,"230 Brandon Bypass Apt. 679, New Melissa, TN 37505-3043",karenpayne@yahoo.com,399.882.0614x59395,Dustin Ramirez,Adults 18-40,LATAM,37733,4583,2916,599,"$44,523.56",Jesus Rivera,Sales,"$57,764.15"
630,Campaign 630,2023-09-08 00:00:00,2023-09-27 00:00:00,Instagram,Lewis-Martinez,"37059 Bates Prairie Suite 432, Port Robertmouth, MN 28374",joshua06@king.com,363.836.3647x5385,Angela Anderson,Male 60+,Australia,40415,174,2989,559,"$21,514.68",Aaron Faulkner,Sign Up,$0.00
631,Campaign 631,2023-08-05 00:00:00,2023-08-24 00:00:00,YouTube,"Ruiz, Cox and Meyer","5058 Frank Locks, Blackmouth, MI 07896",vjohnson@yahoo.com,#ERROR!,Anne Davis,Female 40-60,India,46814,9850,4493,261,"$46,680.99",Aaron Faulkner,Sales,"$66,879.14"
632,Campaign 632,2023-01-16 00:00:00,2023-01-18 00:00:00,Facebook,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Female 40-60,Canada,87720,5741,3013,997,"$17,332.98",Wesley Simon,Sign Up,$0.00
633,Campaign 633,2023-09-17 00:00:00,2023-10-17 00:00:00,YouTube,Lewis PLC,"621 Woodard Manors Apt. 208, Port Amy, ME 05157-2612",beth20@gmail.com,(382)505-1266,Diana Love,Female 60+,LATAM,43388,5971,4972,922,"$26,723.59",Thomas Ryan,Sales,"$42,311.62"
634,Campaign 634,2023-02-28 00:00:00,2023-03-19 00:00:00,Instagram,Edwards-Hoover,"86879 Carol Cove, North Evanton, MT 25565",bryantmichelle@rocha.com,941.072.1871x24451,Erika Owens,Male 40-60,India,35350,987,3094,263,"$26,290.02",Melissa Haynes,Sales,"$50,410.28"
635,Campaign 635,2023-11-18 00:00:00,2023-11-19 00:00:00,Email,"Hunt, Woods and Saunders","48531 Garcia Walk, Gonzalesville, WY 31844",rramsey@warren.com,1-628-025-3550x66010,April Brewer,Male 18-40,LATAM,10702,8194,1806,637,$736.34,Melissa Haynes,Sales,"$54,045.20"
636,Campaign 636,2023-11-21 00:00:00,2023-12-02 00:00:00,Email,Herrera-Cook,"0613 David Haven Apt. 354, North Samantha, MI 10699-1384",ijordan@gmail.com,(880)891-9091,Madison York,Male 60+,LATAM,85021,1892,244,274,"$2,179.38",Wesley Simon,Sales,"$33,250.86"
637,Campaign 637,2023-12-21 00:00:00,2023-12-29 00:00:00,Instagram,Hughes-Sullivan,"5874 Guerra Courts Suite 368, South Codyhaven, OR 93465",williamsnathaniel@yahoo.com,415-860-7532,Roy Obrien,Male 60+,Europe,10357,833,4831,384,"$3,354.24",Brandon Townsend Jr.,Sales,"$62,753.04"
638,Campaign 638,2023-06-29 00:00:00,2023-07-28 00:00:00,TikTok,Wall-Cruz,"7470 Harris Roads Suite 137, Brookefort, MP 32507",davidponce@turner-copeland.com,539.823.7269x7824,Robert Cruz,Adults 18-40,UK,61910,2956,1782,826,"$33,346.78",Becky Brown,Sales,"$57,876.79"
639,Campaign 639,2023-12-20 00:00:00,2023-12-24 00:00:00,YouTube,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Female 18-40,LATAM,18260,5771,2123,325,"$17,250.46",Jesus Rivera,Sign Up,$0.00
640,Campaign 640,2023-06-06 00:00:00,2023-06-16 00:00:00,Facebook,Wade PLC,"3571 Harvey Centers, Ronaldfurt, NY 35589-6805",nhall@hotmail.com,(330)526-4186x670,Lacey Crane,Adults 40-60,UK,57762,4512,3380,544,"$28,865.81",Lauren Riggs,Sales,"$65,893.47"
641,Campaign 641,2023-12-16 00:00:00,2024-01-10 00:00:00,Instagram,Green-Blake,"230 Brandon Bypass Apt. 679, New Melissa, TN 37505-3043",karenpayne@yahoo.com,399.882.0614x59395,Dustin Ramirez,Female 40-60,USA,98810,7971,2522,717,"$36,146.76",Jesus Rivera,Sales,"$52,167.87"
642,Campaign 642,2023-04-22 00:00:00,2023-05-15 00:00:00,TikTok,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Female 40-60,Canada,83053,1818,1126,635,"$45,589.36",Jesus Rivera,Sign Up,$0.00
643,Campaign 643,2023-10-29 00:00:00,2023-11-17 00:00:00,TikTok,"Rowe, Morse and Morgan","247 Young Spur, North Jacobview, WI 24275",hstafford@yahoo.com,(934)411-1363,Destiny Atkins,Female 18-40,LATAM,13187,5680,1484,949,"$11,965.60",Becky Brown,Sales,"$64,484.80"
644,Campaign 644,2023-01-05 00:00:00,2023-01-24 00:00:00,TikTok,Mitchell-Rojas,"Unit 7421 Box 5134, DPO AE 60814",johnathan43@hotmail.com,1-211-588-6353,Benjamin Anthony,Seniors 60+,USA,24125,798,3203,486,"$30,028.55",Thomas Ryan,Sales,"$50,127.80"
645,Campaign 645,2023-12-26 00:00:00,2024-01-07 00:00:00,Facebook,Cunningham-Little,"Unit 5043 Box 8770, DPO AP 84852",christopher51@watson.net,1-113-299-8248x6225,Stephanie Fernandez,Seniors 60+,Japan,43740,8649,3310,182,"$34,158.77",Becky Brown,Sales,"$31,414.29"
646,Campaign 646,2023-09-22 00:00:00,2023-09-28 00:00:00,Instagram,Lyons PLC,"20804 Burgess Trace, Petersenburgh, WV 31082",nicholastaylor@yahoo.com,(496)403-6865,Sharon Crawford,Male 40-60,LATAM,96183,6812,2733,45,"$28,940.87",Lauren Riggs,Sign Up,$0.00
647,Campaign 647,2023-11-28 00:00:00,2023-12-08 00:00:00,TikTok,Vaughan Group,"PSC 0937, Box 0339, APO AP 98521",baldwinhailey@klein-fitzgerald.com,1-349-058-6674x35806,Ashley Carter,Male 60+,Australia,12483,4516,675,420,"$48,470.53",Jesus Rivera,Sales,"$47,277.37"
648,Campaign 648,2023-02-09 00:00:00,2023-02-22 00:00:00,Facebook,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,#ERROR!,Christine Barnes,Male 40-60,USA,62914,6306,1876,478,"$48,191.60",Thomas Ryan,Sales,"$35,403.42"
649,Campaign 649,2023-08-29 00:00:00,2023-09-13 00:00:00,Facebook,Pearson-Shah,"5117 Suzanne Branch, Barnesmouth, VA 53846",anthony54@perez.com,644.194.6281,Shannon Martinez,Female 18-40,India,93149,549,75,97,"$27,802.11",Jesus Rivera,Sales,"$69,691.75"
650,Campaign 650,2023-01-18 00:00:00,2023-02-11 00:00:00,Email,"Green, Lloyd and Ball","30284 Villarreal Passage Apt. 698, Brownshire, NV 89609-0041",wrightlucas@yahoo.com,562-293-0799x4586,Shelly Stafford,Male 18-40,Europe,29087,6163,3030,989,"$44,274.46",Jesus Rivera,Sign Up,$0.00
651,Campaign 651,2023-12-24 00:00:00,2024-01-19 00:00:00,Facebook,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Male 18-40,Canada,63529,6584,4415,432,"$8,746.55",Thomas Ryan,Sales,"$33,707.80"
652,Campaign 652,2023-03-25 00:00:00,2023-04-10 00:00:00,YouTube,Griffin Inc,"Unit 3822 Box 8338, DPO AE 21031-0227",dixonamber@hotmail.com,(880)002-0608x56308,Theodore Murphy,Male 40-60,Canada,29842,3462,936,157,"$24,124.96",Brandon Townsend Jr.,Sign Up,$0.00
653,Campaign 653,2023-10-19 00:00:00,2023-11-11 00:00:00,YouTube,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,#ERROR!,Julia Moore,Male 60+,LATAM,80930,3130,548,95,"$36,802.19",Thomas Ryan,Sales,"$71,860.76"
654,Campaign 654,2023-09-14 00:00:00,2023-09-17 00:00:00,Instagram,Gray Ltd,"Unit 4555 Box 7398, DPO AE 23911-7290",owenmelinda@yahoo.com,1728597837,Mark Long,Female 18-40,Canada,65666,9005,2368,875,"$20,625.33",Jesus Rivera,Sales,"$38,720.83"
655,Campaign 655,2023-12-28 00:00:00,2024-01-25 00:00:00,TikTok,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Male 40-60,USA,19784,5009,652,46,"$30,827.52",Michael Camacho,Sales,"$48,248.81"
656,Campaign 656,2023-07-10 00:00:00,2023-08-08 00:00:00,TikTok,Hernandez Inc,"9452 Amber Mills, Lopezville, NV 94038-0838",uhansen@livingston.com,1-519-470-8931x1832,Traci Holden,Male 40-60,Canada,9560,7527,2396,273,"$37,549.39",Melissa Haynes,Sales,"$41,628.16"
657,Campaign 657,2023-06-29 00:00:00,2023-07-02 00:00:00,TikTok,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Adults 18-40,Australia,85600,5100,2611,758,"$37,262.00",Jesus Rivera,Sales,"$76,222.27"
658,Campaign 658,2023-06-04 00:00:00,2023-06-17 00:00:00,TikTok,"Miller, Bryant and Burnett","1044 Kennedy Prairie Apt. 186, Jamiemouth, NE 12690-6573",bjohnson@martin-williams.com,958-840-3830,Christopher Clark,Female 40-60,Japan,48301,6077,3703,696,"$6,694.27",Aaron Faulkner,Sign Up,$0.00
659,Campaign 659,2023-05-23 00:00:00,2023-06-08 00:00:00,YouTube,"Russell, Wilson and Rogers","27907 Deborah Hill Suite 235, Abigailbury, CO 58408",michael78@yahoo.com,(995)213-6315,Michael Howard,Female 60+,Canada,82818,9226,2215,976,"$46,088.48",Thomas Ryan,Sales,"$23,153.00"
660,Campaign 660,2023-07-18 00:00:00,2023-08-13 00:00:00,TikTok,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Teens 13-19,Europe,46503,2717,2183,355,"$21,350.34",Michael Camacho,Sales,"$71,337.85"
661,Campaign 661,2023-06-20 00:00:00,2023-07-14 00:00:00,Facebook,Jimenez and Sons,"8451 Walter Fords Apt. 737, South Danielchester, CT 12719-1372",amartinez@oconnell.com,405-164-0984x570,Justin Cole,Teens 13-19,UK,32120,8900,1391,240,"$33,612.67",Jesus Rivera,Sales,"$35,246.93"
662,Campaign 662,2023-02-22 00:00:00,2023-03-07 00:00:00,TikTok,"Ramos, Gomez and Garcia","PSC 8675, Box 2798, APO AA 82949-7770",huntdavid@orr.info,#ERROR!,Eric Harrison,Female 60+,UK,92880,4108,3510,696,"$21,698.49",Kyle Serrano,Sign Up,$0.00
663,Campaign 663,2023-07-20 00:00:00,2023-07-23 00:00:00,TikTok,Wall-Cruz,"7470 Harris Roads Suite 137, Brookefort, MP 32507",davidponce@turner-copeland.com,539.823.7269x7824,Robert Cruz,Male 60+,LATAM,43978,8719,2924,261,"$35,822.02",Becky Brown,Sign Up,$0.00
664,Campaign 664,2023-05-04 00:00:00,2023-05-16 00:00:00,Instagram,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Male 60+,LATAM,27282,2204,3822,893,"$11,187.59",Aaron Faulkner,Sales,"$25,213.88"
665,Campaign 665,2023-06-08 00:00:00,2023-06-09 00:00:00,YouTube,"Bradley, Jackson and Miller","190 Bradley Mill Suite 940, Craigbury, MO 18832",hansonpatrick@hunt.com,#ERROR!,Dr. David Glass Jr.,Seniors 60+,Australia,97444,8058,4032,946,"$40,937.40",Melissa Haynes,Sales,"$57,865.78"
666,Campaign 666,2023-03-15 00:00:00,2023-03-23 00:00:00,Facebook,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Female 60+,Japan,22887,3133,4629,491,"$22,627.36",Thomas Ryan,Sales,"$54,589.22"
667,Campaign 667,2023-04-28 00:00:00,2023-05-15 00:00:00,Facebook,Edwards-Hoover,"86879 Carol Cove, North Evanton, MT 25565",bryantmichelle@rocha.com,941.072.1871x24451,Erika Owens,Female 40-60,Europe,22813,5618,1524,681,"$1,043.27",Melissa Haynes,Sales,"$69,806.09"
668,Campaign 668,2023-08-09 00:00:00,2023-08-23 00:00:00,TikTok,"Hunt, Woods and Saunders","48531 Garcia Walk, Gonzalesville, WY 31844",rramsey@warren.com,1-628-025-3550x66010,April Brewer,Teens 13-19,Europe,79387,906,2415,931,"$21,966.76",Melissa Haynes,Sales,"$77,732.00"
669,Campaign 669,2023-10-30 00:00:00,2023-11-10 00:00:00,TikTok,Gray Ltd,"Unit 4555 Box 7398, DPO AE 23911-7290",owenmelinda@yahoo.com,1728597837,Mark Long,Female 60+,Canada,17352,5107,4144,561,"$17,594.54",Jesus Rivera,Sales,"$59,865.40"
670,Campaign 670,2023-11-27 00:00:00,2023-12-02 00:00:00,Facebook,"Rowe, Morse and Morgan","247 Young Spur, North Jacobview, WI 24275",hstafford@yahoo.com,(934)411-1363,Destiny Atkins,Female 60+,Canada,31959,8761,270,454,"$21,133.66",Becky Brown,Sales,"$64,768.83"
671,Campaign 671,2023-12-31 00:00:00,2024-01-23 00:00:00,Email,Ramirez-Wilson,"6802 Scott Ways, Jasonbury, NM 94299-7873",robertellis@simpson-gutierrez.com,(414)086-9895x8325,Christine Nguyen,Female 60+,Australia,5860,4407,285,929,"$36,379.88",Becky Brown,Sign Up,$0.00
672,Campaign 672,2023-02-18 00:00:00,2023-03-10 00:00:00,YouTube,Reyes-Rios,"49937 Christopher Unions, Gutierrezmouth, MI 13751-5785",cunninghamjerry@gmail.com,1-463-956-5944x00079,Eric Davis,Male 18-40,USA,54158,2403,3501,596,"$23,379.85",Wesley Simon,Sales,"$66,273.16"
673,Campaign 673,2023-02-09 00:00:00,2023-02-25 00:00:00,YouTube,"Green, Lloyd and Ball","30284 Villarreal Passage Apt. 698, Brownshire, NV 89609-0041",wrightlucas@yahoo.com,562-293-0799x4586,Shelly Stafford,Male 60+,LATAM,98591,335,4302,833,"$8,645.81",Jesus Rivera,Sales,"$70,878.17"
674,Campaign 674,2023-06-16 00:00:00,2023-06-21 00:00:00,TikTok,Melton-Smith,"03793 Jacobs Branch, West Max, MA 54633-3659",mercertimothy@huff.com,(729)575-8232,Patrick Abbott,Male 18-40,LATAM,13545,8184,303,592,"$3,228.29",Lauren Riggs,Sales,"$66,804.46"
675,Campaign 675,2023-09-18 00:00:00,2023-10-03 00:00:00,Instagram,Harmon Inc,"3532 Carla Spurs Suite 631, East Susanside, VA 63110-6508",steven77@miller.com,1-293-472-4144x72086,Heidi Black,Female 18-40,Australia,39581,3513,2392,778,"$44,557.62",Kyle Serrano,Sales,"$41,673.49"
676,Campaign 676,2023-05-13 00:00:00,2023-05-18 00:00:00,Instagram,"James, Phelps and Burgess","026 Good Ports Apt. 881, Port Adam, KY 82799-9255",edurham@hotmail.com,#ERROR!,Vanessa Miranda,Adults 40-60,USA,36688,6371,517,747,"$33,884.84",Lauren Riggs,Sales,"$42,867.39"
677,Campaign 677,2023-10-12 00:00:00,2023-10-29 00:00:00,TikTok,"Ramos, Gomez and Garcia","PSC 8675, Box 2798, APO AA 82949-7770",huntdavid@orr.info,#ERROR!,Eric Harrison,Female 60+,LATAM,37871,1248,2986,883,"$24,480.24",Kyle Serrano,Sales,"$59,397.68"
678,Campaign 678,2023-08-16 00:00:00,2023-08-25 00:00:00,Instagram,"Holmes, Johnson and Rodriguez","USCGC Erickson, FPO AE 00735-4383",polsen@alexander-smith.net,1-479-099-8390x29817,Anne Foley,Female 40-60,India,1027,924,2169,277,"$48,213.43",Wesley Simon,Sign Up,$0.00
679,Campaign 679,2023-09-10 00:00:00,2023-09-15 00:00:00,Email,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Seniors 60+,Europe,67368,9089,1802,550,"$46,734.94",Jesus Rivera,Sign Up,$0.00
680,Campaign 680,2023-09-17 00:00:00,2023-10-03 00:00:00,Email,Daniels Group,"567 Jill Motorway, Sarabury, GU 20455-6244",michael10@gmail.com,(644)568-8783,Annette Rice,Male 18-40,India,88160,3062,2665,970,"$15,120.69",Wesley Simon,Sales,"$31,693.55"
681,Campaign 681,2023-09-11 00:00:00,2023-09-20 00:00:00,Email,Wall-Cruz,"7470 Harris Roads Suite 137, Brookefort, MP 32507",davidponce@turner-copeland.com,539.823.7269x7824,Robert Cruz,Male 60+,Australia,88378,4959,3820,801,"$34,787.09",Becky Brown,Sign Up,$0.00
682,Campaign 682,2023-06-10 00:00:00,2023-06-15 00:00:00,Facebook,Smith-Bailey,"055 Rebecca Ramp, Edwardsland, WY 72139-7625",bakerpaul@holland.com,054-495-6142x7992,Sharon Reeves,Male 40-60,India,45727,867,3425,635,"$42,646.04",Michael Camacho,Sign Up,$0.00
683,Campaign 683,2023-03-24 00:00:00,2023-04-23 00:00:00,Facebook,Smith-Bailey,"055 Rebecca Ramp, Edwardsland, WY 72139-7625",bakerpaul@holland.com,054-495-6142x7992,Sharon Reeves,Male 60+,Europe,6131,3358,3822,290,"$37,392.24",Michael Camacho,Sales,"$74,455.26"
684,Campaign 684,2023-09-30 00:00:00,2023-10-16 00:00:00,Email,"Reed, Galloway and Buck","49317 Vincent Vista Suite 462, Port Nathan, CA 23364-0905",larrygraham@lucas.com,(669)708-2006,Andrea Simmons,Male 18-40,Canada,59073,5496,681,917,"$12,899.83",Wesley Simon,Sales,"$58,659.73"
685,Campaign 685,2023-05-01 00:00:00,2023-05-05 00:00:00,Email,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,#ERROR!,Christine Barnes,Male 60+,Australia,57197,4471,2509,397,"$46,755.67",Thomas Ryan,Sign Up,$0.00
686,Campaign 686,2023-02-28 00:00:00,2023-03-04 00:00:00,TikTok,Fisher-Johnston,"36491 Jennifer Park Suite 248, East David, PA 71082-4715",rellis@lindsey.com,580.281.9976x2452,Timothy Hernandez,Male 60+,LATAM,55443,5923,3587,74,"$38,323.95",Jesus Rivera,Sales,"$68,445.79"
687,Campaign 687,2023-06-08 00:00:00,2023-07-03 00:00:00,TikTok,Fisher Group,"880 Watson Ramp Suite 059, Reynoldsfurt, GU 10725",brian57@hotmail.com,1-185-168-7120,Jeremy Baker,Male 18-40,Australia,5370,2415,1272,683,"$23,525.54",Melissa Haynes,Sales,"$51,416.98"
688,Campaign 688,2023-04-08 00:00:00,2023-04-28 00:00:00,Facebook,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Female 60+,India,67547,2272,4066,491,"$28,036.94",Jesus Rivera,Sales,"$41,440.35"
689,Campaign 689,2023-04-02 00:00:00,2023-04-05 00:00:00,Facebook,Wade PLC,"3571 Harvey Centers, Ronaldfurt, NY 35589-6805",nhall@hotmail.com,(330)526-4186x670,Lacey Crane,Female 40-60,Europe,32636,293,3579,780,"$2,301.25",Lauren Riggs,Sales,"$79,688.25"
690,Campaign 690,2023-05-10 00:00:00,2023-05-26 00:00:00,Facebook,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Adults 40-60,UK,15155,9253,2014,666,"$44,462.97",Jesus Rivera,Sales,"$83,617.70"
691,Campaign 691,2023-12-01 00:00:00,2023-12-25 00:00:00,Email,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Seniors 60+,Canada,66841,2688,4180,37,"$34,733.96",Michael Camacho,Sales,"$68,317.12"
692,Campaign 692,2023-09-26 00:00:00,2023-10-19 00:00:00,YouTube,Salinas-Chavez,"53637 Bonnie Walk Suite 961, South Adrianaport, IA 49560",richard84@hotmail.com,2545622603,Chelsea Hoffman,Female 40-60,Japan,9970,775,4168,199,"$28,047.54",Thomas Ryan,Sales,"$44,521.90"
693,Campaign 693,2023-01-16 00:00:00,2023-01-21 00:00:00,Instagram,"Noble, Mcneil and Cooper","36911 Gay Streets Suite 795, Brentmouth, LA 62951-4782",sarahparks@yahoo.com,356-608-6335x0070,Mark Garcia,Adults 18-40,India,62690,1075,1330,251,"$7,731.85",Wesley Simon,Sales,"$60,163.25"
